         82855265 function calls (80522673 primitive calls) in 312.271 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      169    0.000    0.000    0.045    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:383(on_mouse_scrolled)
     3846    0.006    0.000    0.044    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\misc.py:123(__new__)
     2543    0.030    0.000    0.043    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_daemon_thread.py:108(new_threading_enumerate)
    13623    0.010    0.000    0.043    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:102(all)
        1    0.000    0.000    0.043    0.043 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:292(__init__)
    11152    0.034    0.000    0.042    0.000 {method 'GetOverlappedResult' of '_winapi.Overlapped' objects}
    21978    0.042    0.000    0.042    0.000 {built-in method drawPixmap}
       33    0.042    0.001    0.042    0.001 {built-in method start}
     1370    0.008    0.000    0.041    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\inspect.py:959(getsourcefile)
        3    0.040    0.013    0.041    0.014 {built-in method setStyle}
      169    0.003    0.000    0.041    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:436(on_mouse_scrolled)
     9492    0.008    0.000    0.040    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:166(__fspath__)
        5    0.001    0.000    0.040    0.008 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:32(add_window)
      264    0.040    0.000    0.040    0.000 {function AnimatedProgressBar.paintEvent at 0x000002EDB096DF10}
        6    0.039    0.006    0.039    0.006 {built-in method activateWindow}
        1    0.000    0.000    0.039    0.039 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:455(change_style)
        1    0.000    0.000    0.039    0.039 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\common\style\theme_manager.py:2842(change_style)
        1    0.000    0.000    0.038    0.038 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:504(_loadGIT)
        1    0.000    0.000    0.038    0.038 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\tpc.py:1(<module>)
    11124    0.037    0.000    0.037    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
     1259    0.008    0.000    0.037    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1469(has_user_threads_alive)
    93536    0.036    0.000    0.036    0.000 {built-in method _codecs.charmap_decode}
    11163    0.033    0.000    0.036    0.000 {method 'update' of 'set' objects}
       10    0.000    0.000    0.036    0.004 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\bwm\bwm_auto.py:13(read_bwm)
        3    0.000    0.000    0.036    0.012 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:1143(update_visibility)
        3    0.002    0.001    0.036    0.012 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:1124(build_list)
        3    0.000    0.000    0.036    0.012 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\theme\theme_dialog.py:115(apply_style)
   202286    0.035    0.000    0.035    0.000 {built-in method math.sqrt}
     3846    0.020    0.000    0.035    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\misc.py:188(set_data)
       10    0.007    0.001    0.035    0.004 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\bwm\io_bwm.py:85(load)
    18608    0.007    0.000    0.035    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:97(cached_isabs)
     7738    0.007    0.000    0.035    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\glob.py:471(select_recursive)
     3284    0.010    0.000    0.034    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\settings\widgets\module_designer.py:149(__init__)
    92572    0.034    0.000    0.034    0.000 {built-in method itemFromIndex}
      156    0.002    0.000    0.034    0.000 <frozen importlib._bootstrap_external>:1624(find_spec)
    27643    0.023    0.000    0.034    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\copyreg.py:98(__newobj__)
        1    0.000    0.000    0.034    0.034 g:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\PIL\Image.py:1(<module>)
        1    0.000    0.000    0.034    0.034 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:423(change_theme)
        1    0.000    0.000    0.034    0.034 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\common\style\theme_manager.py:2826(change_theme)
        1    0.003    0.003    0.033    0.033 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\dialogs\settings.py:15(setupUi)
        4    0.000    0.000    0.033    0.008 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:240(saves)
   137805    0.032    0.000    0.032    0.000 {built-in method _abc._abc_instancecheck}
    17392    0.031    0.000    0.031    0.000 {built-in method nt._getfullpathname}
     8034    0.031    0.000    0.031    0.000 {built-in method setMinimumSize}
      577    0.024    0.000    0.031    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:115(from_stream)
        2    0.000    0.000    0.031    0.015 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_reload.py:161(xreload)
        1    0.000    0.000    0.031    0.031 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:122(__init__)
        2    0.000    0.000    0.030    0.015 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\erf.py:98(__init__)
        3    0.000    0.000    0.030    0.010 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\process.py:110(start)
   134872    0.030    0.000    0.030    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:426(__str__)
        1    0.030    0.030    0.030    0.030 {built-in method thread}
    92564    0.030    0.000    0.030    0.000 {built-in method sourceModel}
        2    0.000    0.000    0.030    0.015 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:749(_adjust_process_count)
        2    0.000    0.000    0.030    0.015 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:772(_spawn_process)
      288    0.011    0.000    0.030    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\treeview.py:368(wheelEvent)
    28207    0.030    0.000    0.030    0.000 {method 'update' of 'dict' objects}
       66    0.001    0.000    0.029    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
    88696    0.029    0.000    0.029    0.000 {method 'rstrip' of 'str' objects}
    77630    0.029    0.000    0.029    0.000 {method 'index' of 'str' objects}
       36    0.001    0.000    0.028    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\thread.py:220(shutdown)
     1259    0.003    0.000    0.028    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_comm.py:438(empty)
      941    0.008    0.000    0.028    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:1046(update_status_bar)
       66    0.000    0.000    0.028    0.000 <frozen importlib._bootstrap_external>:1551(find_spec)
    19094    0.017    0.000    0.027    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\misc.py:205(get_qt_mouse_button)
      211    0.008    0.000    0.027    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:442(exists)
      645    0.004    0.000    0.027    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\stream.py:24(read_locstring)
     9486    0.016    0.000    0.027    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:554(read_single)
    12039    0.019    0.000    0.027    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:1767(add)
    12294    0.013    0.000    0.026    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\misc.py:156(get_qt_key)
        1    0.000    0.000    0.026    0.026 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\git.py:1420(read_git)
        1    0.000    0.000    0.026    0.026 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:523(__init__)
      148    0.002    0.000    0.026    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:972(set_list_item_label)
    46416    0.020    0.000    0.026    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:437(__eq__)
     1283    0.004    0.000    0.026    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_utils.py:139(get_non_pydevd_threads)
    76885    0.025    0.000    0.025    0.000 {method 'seek' of '_io.BytesIO' objects}
     6920    0.010    0.000    0.025    0.000 {built-in method builtins.any}
        4    0.000    0.000    0.025    0.006 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:405(wait_result_broken_or_wakeup)
     1259    0.021    0.000    0.025    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\queue.py:115(empty)
        2    0.000    0.000    0.025    0.012 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydevd_bundle\pydevd_reload.py:208(apply)
        4    0.001    0.000    0.024    0.006 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:436(__init__)
    13558    0.011    0.000    0.024    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:292(__fspath__)
       66    0.000    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:1522(_get_spec)
     8966    0.024    0.000    0.024    0.000 {built-in method pos}
      125    0.001    0.000    0.024    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_abc.py:476(is_file)
        2    0.000    0.000    0.023    0.012 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:791(__init__)
     3329    0.023    0.000    0.023    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\settings.py:161(__init__)
      268    0.003    0.000    0.023    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\bioware_archive.py:185(set_data)
     1311    0.023    0.000    0.023    0.000 {built-in method nt._path_exists}
        1    0.000    0.000    0.023    0.023 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\settings\widgets\application.py:29(__init__)
       13    0.023    0.002    0.023    0.002 {connectSlotsByName}
       32    0.000    0.000    0.023    0.001 {built-in method builtins.sorted}
    38407    0.023    0.000    0.023    0.000 {method 'issubset' of 'set' objects}
      110    0.003    0.000    0.023    0.000 {built-in method builtins.__build_class__}
      169    0.001    0.000    0.022    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:549(zoom_camera)
      151    0.001    0.000    0.021    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:870(_find_resource_folderpath)
        3    0.001    0.000    0.021    0.007 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\common\style\theme_manager.py:283(_get_theme_config)
    19684    0.021    0.000    0.021    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\geometry.py:43(__str__)
     5467    0.012    0.000    0.021    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:315(_acquire_restore)
      148    0.000    0.000    0.021    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:724(module_path)
     9304    0.004    0.000    0.020    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:94(cached_normpath)
       12    0.001    0.000    0.020    0.002 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\common\style\theme_manager.py:207(_load_vscode_theme)
       44    0.020    0.000    0.020    0.000 {built-in method builtins.compile}
    50647    0.020    0.000    0.020    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\enum.py:1156(__new__)
        2    0.000    0.000    0.020    0.010 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\_pydev_bundle\_pydev_execfile.py:2(execfile)
      281    0.002    0.000    0.019    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\windows\main.py:1553(sort_algo)
    21978    0.019    0.000    0.019    0.000 {built-in method translate}
    20196    0.014    0.000    0.019    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\common\misc.py:134(__bool__)
        6    0.010    0.002    0.019    0.003 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\media_player_widget.py:127(_setup_signals)
        4    0.018    0.005    0.019    0.005 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:393(__init__)
      160    0.000    0.000    0.019    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:529(open)
    11120    0.019    0.000    0.019    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
     7793    0.018    0.000    0.019    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\glob.py:424(select_wildcard)
        2    0.000    0.000    0.019    0.009 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\dialogs\asyncloader.py:269(_on_completed)
     8123    0.013    0.000    0.019    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:306(__exit__)
     8602    0.003    0.000    0.018    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:100(cached_splitdrive)
    21208    0.018    0.000    0.018    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.018    0.018 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:648(update_visibility)
    48286    0.018    0.000    0.018    0.000 {built-in method builtins.hasattr}
     2923    0.005    0.000    0.017    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\pth.py:325(move_selected)
     8022    0.017    0.000    0.017    0.000 {built-in method size}
      288    0.005    0.000    0.017    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\ui_libraries\qt\widgets\itemviews\abstractview.py:106(wheelEvent)
    22867    0.016    0.000    0.017    0.000 {built-in method nt._path_normpath}
    30350    0.015    0.000    0.017    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:456(_add_resource_into_category)
    12028    0.012    0.000    0.016    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:825(set_uint8)
    47241    0.016    0.000    0.016    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:391(__init__)
        3    0.000    0.000    0.016    0.005 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\context.py:334(_Popen)
      169    0.000    0.000    0.016    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:426(joinpath)
     1570    0.016    0.000    0.016    0.000 {fromImage}
   107891    0.016    0.000    0.016    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\geometry.py:25(__init__)
      941    0.016    0.000    0.016    0.000 {built-in method showMessage}
    27780    0.016    0.000    0.016    0.000 {method 'add' of 'set' objects}
        3    0.000    0.000    0.016    0.005 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\popen_spawn_win32.py:46(__init__)
      170    0.000    0.000    0.016    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1089(game)
    18393    0.016    0.000    0.016    0.000 {built-in method math.cos}
        1    0.000    0.000    0.016    0.016 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:1067(determine_game)
     5475    0.009    0.000    0.015    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\ntpath.py:80(isabs)
        1    0.000    0.000    0.015    0.015 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\main_widgets.py:602(set_installation)
       23    0.000    0.000    0.015    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:365(relative_to)
      643    0.001    0.000    0.015    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.015    0.015 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\heuristics.py:12(determine_game)
    13035    0.013    0.000    0.015    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\geometry.py:173(from_vector3)
    14633    0.015    0.000    0.015    0.000 {built-in method maximum}
      134    0.000    0.000    0.015    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\tools\heuristics.py:40(check)
        2    0.000    0.000    0.014    0.007 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:246(recv)
     4116    0.003    0.000    0.014    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:71(_cached_isabs)
     7749    0.009    0.000    0.014    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\queue.py:267(_qsize)
        2    0.000    0.000    0.014    0.007 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\process.py:783(submit)
    22284    0.014    0.000    0.014    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:135(_check_closed)
      447    0.014    0.000    0.014    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
    14377    0.008    0.000    0.014    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:250(__str__)
      169    0.010    0.000    0.014    0.000 g:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\qtpy\_utils.py:105(add_action)
     1214    0.007    0.000    0.014    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:466(_build_face)
       93    0.001    0.000    0.014    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\logging\__init__.py:1131(flush)
      365    0.001    0.000    0.014    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:181(from_auto)
    76176    0.013    0.000    0.013    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\generics\pth.py:77(get)
     5760    0.006    0.000    0.013    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:318(_is_owned)
        1    0.000    0.000    0.013    0.013 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\widgets\texture_list.py:1(<module>)
      169    0.000    0.000    0.013    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\system\path.py:296(__truediv__)
      162    0.001    0.000    0.013    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_auto.py:17(detect_gff)
   101355    0.013    0.000    0.013    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\pathlib\_local.py:298(root)
        1    0.000    0.000    0.013    0.013 g:\GitHub\PyKotor\.venv_3.13\Lib\site-packages\PIL\ExifTags.py:1(<module>)
       93    0.013    0.000    0.013    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
     3088    0.013    0.000    0.013    0.000 {built-in method mapToGlobal}
    12392    0.013    0.000    0.013    0.000 {method 'keys' of 'dict' objects}
      110    0.001    0.000    0.012    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\talktable.py:105(_extract_common_tlk_data)
       22    0.011    0.000    0.012    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\_collections_abc.py:1037(__contains__)
        1    0.000    0.000    0.012    0.012 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\ifo.py:25(__init__)
        1    0.000    0.000    0.012    0.012 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\main_settings.py:40(setup_post_init_settings)
    11145    0.009    0.000    0.012    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\connection.py:169(fileno)
      288    0.012    0.000    0.012    0.000 {function RobustTreeView.wheelEvent at 0x000002EDB0CACB90}
        2    0.002    0.001    0.012    0.006 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\editors\erf.py:15(setupUi)
     8123    0.007    0.000    0.012    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\threading.py:303(__enter__)
        1    0.000    0.000    0.012    0.012 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:700(_load_patch_erf)
       36    0.000    0.000    0.012    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\thread.py:165(submit)
    30917    0.011    0.000    0.011    0.000 {method 'upper' of 'str' objects}
    21978    0.011    0.000    0.011    0.000 {built-in method save}
        1    0.011    0.011    0.011    0.011 {built-in method setApplicationDisplayName}
    17926    0.011    0.000    0.011    0.000 {method 'pop' of 'list' objects}
      203    0.001    0.000    0.011    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\type.py:64(__init__)
        2    0.009    0.005    0.011    0.006 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\glob.py:480(select_recursive_step)
     3921    0.004    0.000    0.011    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:126(__eq__)
      794    0.007    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:101(_path_join)
       21    0.000    0.000    0.011    0.001 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:801(mousePressEvent)
       15    0.001    0.000    0.011    0.001 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\enum.py:498(__new__)
        1    0.011    0.011    0.011    0.011 {built-in method setDesktopFileName}
    61398    0.011    0.000    0.011    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:180(filepath)
     1502    0.006    0.000    0.011    0.000 c:\Users\boden\.cursor\extensions\ms-python.debugpy-2025.14.1-win32-x64\bundled\libs\debugpy\_vendored\pydevd\pydevd.py:1712(notify_thread_created)
        5    0.000    0.000    0.011    0.002 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\utils\window.py:66(add_recent_file)
        1    0.005    0.005    0.011    0.011 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\settings\widgets\application.py:78(populate_all)
    21978    0.011    0.000    0.011    0.000 {built-in method restore}
     7068    0.008    0.000    0.010    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\gff\gff_data.py:909(set_int32)
        1    0.000    0.000    0.010    0.010 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\context.py:222(_Popen)
    18535    0.010    0.000    0.010    0.000 {method 'items' of 'dict' objects}
        1    0.010    0.010    0.010    0.010 {built-in method setPriority}
        1    0.010    0.010    0.010    0.010 {font}
    15341    0.010    0.000    0.010    0.000 {built-in method x}
      933    0.003    0.000    0.010    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:57(__init__)
        5    0.010    0.002    0.010    0.002 {built-in method addTab}
       27    0.000    0.000    0.009    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\formats\erf\io_erf.py:29(__init__)
      203    0.000    0.000    0.009    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\resource\type.py:98(close)
        3    0.000    0.000    0.009    0.003 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\installation.py:493(reload_module)
       36    0.000    0.000    0.009    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\concurrent\futures\thread.py:184(_adjust_thread_count)
        1    0.002    0.002    0.009    0.009 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\uic\qtpy\editors\git.py:15(setupUi)
       23    0.009    0.000    0.009    0.000 {built-in method style}
        1    0.000    0.000    0.009    0.009 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\txt.py:64(load)
        6    0.001    0.000    0.009    0.002 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\multiprocessing\reduction.py:58(dump)
        1    0.000    0.000    0.009    0.009 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\lip\__init__.py:1(<module>)
      858    0.002    0.000    0.009    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\utility\common\stream.py:613(read_vector3)
       36    0.000    0.000    0.009    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:704(on_mouse_scrolled)
        1    0.000    0.000    0.009    0.009 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\data\installation.py:246(_load_saves)
       36    0.001    0.000    0.009    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\editors\git.py:1375(on_mouse_scrolled)
      390    0.004    0.000    0.009    0.000 C:\Users\boden\AppData\Roaming\uv\python\cpython-3.13.5-windows-x86_64-none\Lib\enum.py:251(__set_name__)
    59963    0.009    0.000    0.009    0.000 G:\GitHub\PyKotor\Tools\HolocronToolset\src\toolset\gui\widgets\renderer\walkmesh.py:58(rotation)
    31972    0.009    0.000    0.009    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:154(resname)
    64757    0.008    0.000    0.008    0.000 G:\GitHub\PyKotor\Libraries\PyKotor\src\pykotor\extract\file.py:163(restype)
     6043    0.008    0.000    0.008    0.000 {function WalkmeshRenderer.mouseMoveEvent at 0x000002EDC90B9850}
